"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.878317542E0,4.561165009E0,-9.495354309E0,1.017434235E0,1.058305968E1
6.888238542E0,4.277205505E0,-9.797126770E0,8.515791321E-1,1.072396228E1
6.898159542E0,4.264182587E0,-1.010533585E1,9.078620911E-1,1.100569304E1
6.908080542E0,4.395609283E0,-1.056263489E1,1.095571747E0,1.149308114E1
6.918001542E0,4.353846130E0,-1.075109299E1,1.450334015E0,1.168954427E1
6.927922542E0,4.291875000E0,-1.078013260E1,1.856140137E0,1.175060450E1
6.937843542E0,4.082759857E0,-1.081231567E1,2.136058044E0,1.175320562E1
6.947765542E0,3.915707245E0,-1.119042938E1,1.945055237E0,1.201422960E1
6.957686542E0,4.079915771E0,-1.169517975E1,1.247356110E0,1.244904974E1
6.967607542E0,4.532724152E0,-1.218810471E1,6.104306030E-1,1.301799178E1
6.977528542E0,5.045857086E0,-1.272518784E1,4.207749939E-1,1.369555150E1
6.987449542E0,5.539829865E0,-1.187525528E1,3.866459656E-1,1.310957276E1
6.997370542E0,6.270161133E0,-9.899214478E0,6.002517700E-2,1.171806174E1
7.007291542E0,7.147636414E0,-8.241860962E0,-2.008822632E-1,1.091133961E1
7.017212542E0,7.750133514E0,-7.226372681E0,-5.658233643E-2,1.059661423E1
7.027133542E0,8.314160614E0,-6.590045929E0,3.025209045E-1,1.061345801E1
7.037054542E0,9.021439819E0,-6.076613617E0,1.073417816E0,1.092995129E1
7.046975542E0,9.622589722E0,-5.814508667E0,2.082319794E0,1.143410686E1
7.056896542E0,9.889185333E0,-5.907914429E0,2.037413177E0,1.169831150E1
7.066817542E0,9.883946228E0,-6.200256500E0,9.571096802E-1,1.170690534E1
7.076738542E0,9.625433807E0,-6.585555267E0,-2.176473999E-1,1.166472822E1
7.086659542E0,9.288634186E0,-6.939718781E0,-1.057700500E0,1.164290136E1
7.096580542E0,8.964109039E0,-7.378755798E0,-1.423689423E0,1.169735780E1
7.106501542E0,8.582402802E0,-7.822582855E0,-1.478176117E0,1.170621395E1
7.116422542E0,7.851023712E0,-8.144114227E0,-1.125958557E0,1.136806723E1
7.126343542E0,6.930138702E0,-8.404572601E0,-5.941145325E-1,1.090947456E1
7.136264542E0,5.875132599E0,-8.693022766E0,-6.960525513E-2,1.049241025E1
7.146185542E0,4.723876648E0,-9.282197571E0,5.789959717E-1,1.043117628E1
7.156106542E0,4.155658264E0,-9.998009033E0,1.666035461E0,1.095469554E1
7.166027542E0,3.889811096E0,-1.076860657E1,2.650089111E0,1.175229723E1
7.175948542E0,3.274740143E0,-1.134550690E1,3.386557617E0,1.228467428E1
7.185869542E0,2.580034790E0,-1.170281387E1,3.563639374E0,1.250247806E1
7.195790542E0,2.157912598E0,-1.148396896E1,3.242856445E0,1.212659259E1
7.205712542E0,2.475552063E0,-1.042806473E1,2.466570740E0,1.099803906E1
7.215633542E0,3.162323914E0,-9.064250793E0,1.791923676E0,9.765855080E0
7.225554542E0,3.970643005E0,-7.751031647E0,1.242117004E0,8.797008134E0
7.235475542E0,4.687352600E0,-6.662345581E0,1.077010345E0,8.216938257E0
7.245396542E0,5.266049194E0,-5.877976685E0,1.342707825E0,8.005295018E0
7.255317542E0,5.713768158E0,-5.346581726E0,1.672771454E0,8.001952703E0
7.265238542E0,5.974825287E0,-5.059778137E0,1.877096558E0,8.051297007E0
7.275159542E0,6.095624084E0,-4.891677704E0,1.940714264E0,8.053043871E0
7.285080542E0,6.139632568E0,-4.708159332E0,1.835333405E0,7.951748303E0
7.295001542E0,6.143973541E0,-4.556225281E0,1.622625732E0,7.819239986E0
7.304922542E0,6.117628326E0,-4.607568512E0,1.609303436E0,7.825913460E0
7.314843542E0,5.913452911E0,-4.734953613E0,1.921105042E0,7.815328249E0
7.324764542E0,5.269791412E0,-4.816234589E0,2.340832214E0,7.513076108E0
7.334685542E0,4.391867065E0,-4.872367859E0,2.728526001E0,7.104457686E0
7.344606542E0,3.616928558E0,-5.136867828E0,3.010240173E0,6.966428725E0
7.354527542E0,3.070415039E0,-5.360353088E0,3.071313171E0,6.898825867E0
7.364448542E0,2.766247559E0,-5.655688934E0,2.997516632E0,6.973094638E0
7.374369542E0,2.649789734E0,-5.940696259E0,3.013832703E0,7.169131414E0
7.384290542E0,2.704126740E0,-6.149062958E0,3.074606323E0,7.387589642E0
7.394211542E0,2.809357910E0,-6.315965881E0,3.140319672E0,7.592464983E0
7.404132542E0,2.848576355E0,-6.542444916E0,3.165018311E0,7.806107457E0
7.414053542E0,2.878364410E0,-6.709647217E0,3.116519165E0,7.938327227E0
7.423974542E0,3.037782898E0,-6.686146088E0,3.064726868E0,7.957714824E0
7.433895542E0,3.281326447E0,-6.538702698E0,3.142115936E0,7.962074402E0
7.443816542E0,3.522025909E0,-6.403833160E0,3.365750885E0,8.046242892E0
7.453738542E0,3.717519379E0,-6.353986816E0,3.650309143E0,8.216924950E0
7.463659542E0,3.804937592E0,-6.440656586E0,4.047283630E0,8.505299061E0
7.473580542E0,3.865262146E0,-6.671326904E0,4.390669556E0,8.872701577E0
7.483501542E0,3.903732147E0,-7.074887695E0,4.847968597E0,9.423160834E0
7.493422542E0,3.886517944E0,-7.623197479E0,5.497318268E0,1.017048031E1
7.503343542E0,3.879332886E0,-8.230334930E0,5.990392914E0,1.089368826E1
