"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.501014158E1,8.595126343E-1,-1.111932724E1,2.730022888E0,1.148177796E1
1.502006258E1,9.160949707E-1,-8.791517944E0,1.951791229E0,9.052044342E0
1.502998358E1,1.202449493E0,-6.039341125E0,1.593137054E0,6.360629819E0
1.503990537E1,8.904981995E-1,-3.973337402E0,1.373843079E0,4.297422711E0
1.504982537E1,3.252735901E-1,-2.759661255E0,1.515448608E0,3.165141013E0
1.505974637E1,-2.165995789E-1,-1.696571960E0,1.970502319E0,2.609243412E0
1.506966737E1,-8.655001831E-1,-5.005590820E-1,2.262994080E0,2.474023477E0
1.507958837E1,-1.135388947E0,1.136436768E0,2.264790344E0,2.776665606E0
1.508950937E1,-1.289418640E0,3.123404846E0,1.936223602E0,3.894511536E0
1.509942937E1,-1.461410980E0,3.873495026E0,1.271755371E0,4.330940717E0
1.510935037E1,-1.658101959E0,3.774550781E0,-2.751278687E-1,4.131855643E0
1.511927137E1,-1.678759003E0,3.962859192E0,-9.636959839E-1,4.410350861E0
1.512919237E1,-1.296304321E0,4.196373596E0,-3.787124634E-1,4.408330680E0
1.513911337E1,-6.607260132E-1,4.263733521E0,1.630110168E-1,4.317702513E0
1.514903337E1,7.795788574E-1,3.125650177E0,3.749702454E-1,3.243152002E0
1.515895437E1,2.057172089E0,4.896318054E-1,4.308041382E-1,2.158075187E0
1.516887537E1,2.159559174E0,-5.381309509E-1,5.059478760E-2,2.226171731E0
1.517879637E1,2.118993530E0,-8.717871094E-1,-2.291734314E-1,2.302752007E0
1.518871737E1,1.987267456E0,-1.042132874E0,-5.837860107E-2,2.244700632E0
1.519863737E1,1.756148071E0,-1.059047699E0,3.153941345E-1,2.074876270E0
1.520855837E1,1.001417542E0,-7.842192078E-1,8.277786255E-1,1.517581731E0
1.521847938E1,-5.539979553E-1,-3.379971313E-1,1.220711517E0,1.382494992E0
1.522840037E1,-1.559606781E0,-4.147874451E-1,1.605860596E0,2.276666464E0
1.523832037E1,-1.907034302E0,-7.753875732E-1,1.517544250E0,2.557527374E0
1.524824137E1,-1.853595428E0,-1.069076843E0,1.101259918E0,2.406556610E0
1.525816237E1,-1.518891449E0,-1.056802368E0,9.144483948E-1,2.063995723E0
1.526808337E1,-1.048719177E0,-4.878355408E-1,4.418811035E-1,1.238165715E0
1.527800437E1,-6.571334839E-2,-8.122109985E-1,1.739382935E-1,8.332223474E-1
1.528792437E1,1.059197388E0,-3.767066345E0,1.778451691E0,4.298322739E0
1.529784537E1,1.613494720E0,-6.633305969E0,4.053420868E0,7.939416479E0
1.530776637E1,2.536026306E0,-9.116641846E0,8.031099243E0,1.241141181E1
1.531768738E1,3.298989716E0,-1.242760666E1,1.228046265E1,1.778028412E1
1.532760837E1,3.098855896E0,-1.633523071E1,1.264121246E1,2.088642916E1
1.533752837E1,2.060315552E0,-2.146715881E1,6.569987640E0,2.254436837E1
1.534744937E1,2.305655365E0,-3.048126389E1,3.910168762E0,3.081741252E1
1.535737037E1,1.663191376E0,-3.061418747E1,6.669231262E0,3.137631791E1
1.536729137E1,6.466552734E-2,-2.351609802E1,8.881630554E0,2.513751000E1
1.537721237E1,2.211501160E0,-1.935624847E1,6.544839935E0,2.055212938E1
1.538713237E1,2.193239136E0,-1.846395401E1,7.455845490E0,2.003291111E1
1.539705337E1,-5.092410278E-1,-2.165771255E1,9.923464050E0,2.382836499E1
1.540697437E1,-1.604812775E0,-2.462514175E1,1.037851776E1,2.677100412E1
1.541689538E1,-3.284170532E-1,-2.598296814E1,1.026520340E1,2.793916412E1
1.542681637E1,6.471043396E-1,-2.637620041E1,9.042545929E0,2.789068534E1
1.543673637E1,4.758604431E-1,-2.636257874E1,8.772806854E0,2.778802154E1
1.544665737E1,-2.191442871E-1,-2.578463058E1,8.502319336E0,2.715114422E1
1.545657837E1,-7.828720093E-1,-2.407294006E1,7.378306732E0,2.519044942E1
1.546649937E1,-6.950047302E-1,-2.200603821E1,6.863078156E0,2.306188611E1
1.547642037E1,4.111949158E-1,-2.126777344E1,6.478527832E0,2.223642487E1
1.548634037E1,1.980082397E0,-2.084789658E1,5.509742432E0,2.165439400E1
1.549626137E1,3.250191193E0,-1.850781281E1,4.526586914E0,1.932855056E1
1.550618237E1,3.952530670E0,-1.533456161E1,3.573069763E0,1.623385679E1
1.551610338E1,3.998934174E0,-1.195354248E1,2.415077820E0,1.283398820E1
1.552602337E1,3.439547424E0,-9.305998077E0,2.037862244E0,1.012842383E1
1.553594437E1,2.583627319E0,-6.863227844E0,1.459914093E0,7.477324102E0
1.554586537E1,1.231040039E0,-4.753814392E0,1.072070618E0,5.026285533E0
1.555578637E1,1.814227295E-1,-3.498524780E0,1.706002350E0,3.896541269E0
1.556570737E1,-7.945477295E-1,-2.046244812E0,1.779499512E0,2.825781739E0
1.557562737E1,-1.363813934E0,-7.289840698E-1,1.643133087E0,2.256389276E0
1.558554837E1,-1.541195068E0,5.499563599E-1,1.437311096E0,2.177980125E0
1.559546937E1,-1.463955688E0,2.183958435E0,1.012494507E0,2.817443137E0
1.560539037E1,-1.435065765E0,3.201392670E0,9.550140381E-1,3.635984129E0
1.561531138E1,-1.576072540E0,3.381168823E0,8.217910767E-1,3.819901548E0
1.562523137E1,-1.658850403E0,3.725602570E0,5.357359314E-1,4.113260526E0
1.563515237E1,-1.536704407E0,4.253255310E0,1.063388672E0,4.645690114E0
1.564507337E1,-1.171014862E0,4.471202087E0,1.414558411E0,4.833621770E0
1.565499437E1,-4.225712585E-1,4.309238892E0,8.788224792E-1,4.418193663E0
1.566491537E1,9.303153992E-1,2.261646881E0,4.465214539E-1,2.485943436E0
1.567483537E1,1.460363159E0,-2.588117981E-1,1.698966980E-1,1.492819142E0
1.568475637E1,1.147962799E0,-1.109343109E0,-5.867797852E-2,1.597467942E0
1.569467737E1,6.120771790E-1,-1.456022186E0,-2.435435486E-1,1.598109051E0
1.570459837E1,1.013392639E-1,-1.572330322E0,-4.242178345E-1,1.631702503E0
1.571451938E1,-9.894424438E-2,-1.468745728E0,-2.851570129E-1,1.499439394E0
1.572443937E1,-3.047662354E-1,-1.229692841E0,1.098715210E-1,1.271651954E0
1.573436037E1,-6.469546509E-1,-8.879534912E-1,6.658154297E-1,1.284648555E0
1.574428137E1,-9.867480469E-1,-5.465135193E-1,1.002764740E0,1.509266663E0
1.575420237E1,-1.199755096E0,-1.332229614E-1,9.201365662E-1,1.517831331E0
1.576412237E1,-1.070124664E0,2.460882568E-1,8.255332947E-1,1.373765427E0
1.577404337E1,-8.650511169E-1,6.692582703E-1,7.752378845E-1,1.340602046E0
1.578396437E1,-8.701405334E-1,9.497749329E-1,5.436694336E-1,1.398139272E0
1.579388537E1,-5.477110291E-1,1.115779724E0,6.661148071E-2,1.244744493E0
1.580380637E1,8.951385498E-2,7.926017761E-1,3.682342529E-1,8.785367214E-1
1.581372637E1,8.283773804E-1,1.291813660E-1,1.438807983E0,1.665252330E0
1.582364737E1,2.021246796E0,-5.409750366E-1,1.406924286E0,2.521413997E0
1.583356837E1,2.474055176E0,-3.760779419E0,2.703677673E0,5.251122148E0
1.584348937E1,1.998793488E0,-7.946525116E0,5.006189575E0,9.602310706E0
1.585341037E1,2.583926697E0,-9.908195801E0,4.297712860E0,1.110492490E1
1.586333037E1,3.695664825E0,-1.216939362E1,6.206693115E0,1.415185920E1
1.587325137E1,5.977369995E0,-1.884131927E1,8.759334869E0,2.162059693E1
