"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.113547292E0,7.535629578E0,4.059558105E-1,3.389401703E0,8.272759948E0
1.123468292E0,8.550668793E0,-7.448510742E-1,3.816014557E0,9.393120196E0
1.133389292E0,1.042686722E1,-1.840273132E0,4.724475403E0,1.159425862E1
1.143310292E0,1.334415070E1,-2.502496033E0,5.514233093E0,1.465385993E1
1.153231292E0,1.691228073E1,-3.202141113E0,5.759423218E0,1.815075489E1
1.163152292E0,1.973735596E1,-4.078718262E0,5.490133209E0,2.088877032E1
1.173073292E0,2.155981613E1,-5.507497101E0,5.225034485E0,2.285736602E1
1.182994292E0,2.253698410E1,-6.974895630E0,5.307213593E0,2.418121869E1
1.192915292E0,2.335982300E1,-8.396489410E0,5.799689484E0,2.549154297E1
1.202836292E0,2.399614975E1,-9.563013611E0,6.720873871E0,2.669150760E1
1.212757292E0,2.427277451E1,-1.039198975E1,7.605234833E0,2.747727479E1
1.222678292E0,2.443563583E1,-1.087413712E1,7.787855072E0,2.785673784E1
1.232599292E0,2.441857132E1,-1.106933121E1,7.225624237E0,2.776700136E1
1.242520292E0,2.425196777E1,-1.089629105E1,6.387517090E0,2.734387452E1
1.252441292E0,2.387100998E1,-1.032343231E1,5.504353638E0,2.658375972E1
1.262362292E0,2.287288559E1,-9.488169250E0,4.717290344E0,2.520807567E1
1.272284292E0,2.117227203E1,-8.434660034E0,4.008514252E0,2.314037120E1
1.282204292E0,1.901780228E1,-6.890022125E0,3.347039795E0,2.050248482E1
1.292125292E0,1.652937698E1,-5.010530548E0,2.734214172E0,1.748718522E1
1.302046292E0,1.385219421E1,-3.350782013E0,2.042801971E0,1.439736311E1
1.311968292E0,1.110166397E1,-1.711989899E0,1.422491913E0,1.132260286E1
1.321889292E0,8.473130035E0,-5.194198608E-2,6.819818115E-1,8.500689958E0
1.331810292E0,6.198460236E0,1.340163116E0,-8.711883545E-2,6.342281621E0
1.341730292E0,4.431085510E0,2.403252411E0,-9.240284729E-1,5.124838492E0
1.351652292E0,2.923720093E0,3.163072357E0,-1.986069946E0,4.743167691E0
1.361573292E0,1.675166473E0,3.596870270E0,-3.209326172E0,5.103276685E0
1.371494292E0,8.681945801E-1,3.853586426E0,-4.031416626E0,5.644130596E0
1.381415292E0,2.607577515E-1,3.888912964E0,-4.630620575E0,6.052626335E0
1.391337125E0,-3.734733582E-1,3.559298401E0,-4.985831909E0,6.137312709E0
1.401258125E0,-7.676037598E-1,3.349135437E0,-4.909640350E0,5.992536364E0
1.411179125E0,-5.327421570E-1,3.276087341E0,-4.400848389E0,5.512170989E0
1.421100125E0,-5.263055420E-1,2.945275269E0,-3.673810272E0,4.737987531E0
1.431021125E0,2.968327332E-1,2.667303314E0,-2.770738220E0,3.857409354E0
1.440942125E0,9.138496399E-1,2.481090546E0,-1.869163055E0,3.238008954E0
1.450863125E0,1.852697296E0,2.236050110E0,-9.256750488E-1,3.047832289E0
1.460784125E0,3.168910217E0,2.183060303E0,-8.217910767E-2,3.848960594E0
1.470705125E0,4.102818146E0,2.304158478E0,5.688171387E-1,4.739811807E0
1.480626125E0,4.542004852E0,2.406246185E0,8.210426331E-1,5.205183934E0
1.490547125E0,4.673132172E0,2.460882568E0,6.427633667E-1,5.320456001E0
1.500468125E0,4.811444550E0,2.377655640E0,4.288581848E-1,5.383972914E0
1.510389125E0,4.951104126E0,2.335144043E0,2.234852600E-1,5.478711110E0
1.520310125E0,5.268144836E0,2.061363373E0,4.475692749E-2,5.657258360E0
1.530231125E0,5.773643646E0,1.270857239E0,-9.385482788E-2,5.912600765E0
1.540152125E0,6.200705566E0,-1.086740112E-1,-2.624043274E-1,6.207206746E0
1.550073125E0,6.681206360E0,-1.802551575E0,-6.547384644E-1,6.950999429E0
1.559994125E0,7.770940247E0,-3.663182373E0,-1.191372528E0,8.673279997E0
1.569915125E0,9.629924469E0,-5.248685303E0,-1.760189667E0,1.110776352E1
1.579836125E0,1.235336105E1,-6.978188782E0,-2.679128723E0,1.443878037E1
1.589757125E0,1.562705338E1,-9.624236298E0,-3.658392334E0,1.871402030E1
1.599678125E0,1.867022507E1,-1.302351746E1,-4.006568298E0,2.311367345E1
1.609599125E0,2.102108643E1,-1.626817017E1,-3.329376526E0,2.678850842E1
1.619520125E0,2.234672974E1,-1.864373016E1,-2.103575592E0,2.917858863E1
1.629441125E0,2.304712326E1,-2.014181488E1,-1.177900543E0,3.063086755E1
1.639362125E0,2.339739487E1,-2.119502472E1,-3.983216858E-1,3.157254851E1
1.649283125E0,2.293440765E1,-2.134546188E1,4.818479919E-1,3.133445348E1
1.659204125E0,2.226080841E1,-2.086062012E1,1.151255951E0,3.052923931E1
1.669125125E0,2.163361267E1,-2.058399536E1,1.626966705E0,2.990587038E1
1.679046125E0,2.074880264E1,-2.036739578E1,1.919159088E0,2.913806434E1
1.688967125E0,1.922721680E1,-1.968331833E1,1.797462158E0,2.757444027E1
1.698888125E0,1.696137863E1,-1.841455673E1,1.030457153E0,2.505685748E1
1.708809125E0,1.419587952E1,-1.652623352E1,1.639091492E-1,2.178683676E1
1.718730125E0,1.117620895E1,-1.422297318E1,-4.713697815E-1,1.809482805E1
1.728651125E0,8.380023651E0,-1.195803314E1,-8.671467590E-1,1.462775774E1
1.738572125E0,6.216422882E0,-9.679321747E0,-6.571334839E-1,1.152236987E1
1.748493125E0,4.680915985E0,-7.281607819E0,-2.155517578E-2,8.656399454E0
